Randomizer Version: 4.5.1-HAL
Random Seed: 23962706501124
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> VOLBEAT        
POOCHYENA Lv30           HP 20  ATK 50  DEF 56  SPATK 11  SPDEF 58  SPEED 70 
SWELLOW Lv30             HP 134 ATK 125 DEF 204 SPATK 32  SPDEF 15  SPEED 49 
BARBOACH Lv30            HP 38  ATK 55  DEF 77  SPATK 41  SPDEF 47  SPEED 40 
GLOOM Lv30               HP 20  ATK 31  DEF 70  SPATK 11  SPDEF 66  SPEED 61 
TORTERRA Lv30            HP 110 ATK 55  DEF 93  SPATK 58  SPDEF 60  SPEED 95 

Set #277 - Mt. Mortar Super Rod (rate=75)
NINJASK Lv60             HP 33  ATK 176 DEF 104 SPATK 28  SPDEF 179 SPEED 28 
FLAAFFY Lv60             HP 78  ATK 29  DEF 44  SPATK 123 SPDEF 18  SPEED 67 
CHARIZARD Lv60           HP 119 ATK 127 DEF 17  SPATK 54  SPDEF 112 SPEED 89 
GLISCOR Lv60             HP 139 ATK 35  DEF 36  SPATK 62  SPDEF 139 SPEED 73 
REGIGIGAS Lv60           HP 127 ATK 52  DEF 43  SPATK 81  SPDEF 91  SPEED 23 

Set #278 - Mt. Mortar Swarms (rate=1)
PONYTA Lv1               HP 20  ATK 10  DEF 77  SPATK 39  SPDEF 74  SPEED 84 
KINGLER Lv1              HP 56  ATK 103 DEF 77  SPATK 57  SPDEF 108 SPEED 32 

Set #279 - Mt. Mortar Night Fishing Replacement (rate=1)
NIDORAN♀ Lv1             HP 93  ATK 14  DEF 60  SPATK 71  SPDEF 83  SPEED 63 

Set #280 - Mt. Mortar Fishing Swarm (rate=1)
GLACEON Lv1              HP 62  ATK 105 DEF 107 SPATK 53  SPDEF 98  SPEED 114

Set #281 - Mt. Mortar Grass/Cave (rate=10)
HUNTAIL Lv20             HP 51  ATK 29  DEF 117 SPATK 133 SPDEF 146 SPEED 57 
MAROWAK Lv20             HP 86  ATK 92  DEF 107 SPATK 86  SPDEF 17  SPEED 130
RHYHORN Lv20             HP 22  ATK 10  DEF 71  SPATK 76  SPDEF 78  SPEED 78 
SUDOWOODO Lv20           HP 122 ATK 20  DEF 57  SPATK 161 SPDEF 72  SPEED 12 
SWELLOW Lv23             HP 134 ATK 125 DEF 204 SPATK 32  SPDEF 15  SPEED 49 
LUCARIO Lv23             HP 105 ATK 22  DEF 135 SPATK 35  SPDEF 15  SPEED 134
RIOLU Lv21               HP 55  ATK 53  DEF 42  SPATK 28  SPDEF 11  SPEED 56 
CACNEA Lv21              HP 58  ATK 55  DEF 39  SPATK 33  SPDEF 14  SPEED 31 
JYNX Lv23                HP 118 ATK 52  DEF 109 SPATK 27  SPDEF 114 SPEED 61 
ELEKID Lv21              HP 180 ATK 20  DEF 105 SPATK 40  SPDEF 37  SPEED 29 
GOREBYSS Lv23            HP 100 ATK 18  DEF 151 SPATK 178 SPDEF 100 SPEED 25 
SPINARAK Lv21            HP 112 ATK 93  DEF 50  SPATK 36  SPDEF 12  SPEED 120

Set #282 - Mt. Mortar Hoenn/Sinnoh Radio (rate=1)
SNEASEL Lv1              HP 20  ATK 20  DEF 12  SPATK 13  SPDEF 130 SPEED 127
PHANPY Lv1               HP 43  ATK 21  DEF 114 SPATK 29  SPDEF 81  SPEED 64 
STEELIX Lv1              HP 58  ATK 82  DEF 33  SPATK 113 SPDEF 76  SPEED 76 
TYPHLOSION Lv1           HP 166 ATK 38  DEF 15  SPATK 185 SPDEF 129 SPEED 15 

Set #283 - Mt. Mortar Swarms (rate=1)
PALKIA Lv1               HP 213 ATK 17  DEF 38  SPATK 93  SPDEF 189 SPEED 83 

Set #284 - Mt. Mortar Grass/Cave (rate=10)
SCEPTILE Lv47            HP 46  ATK 54  DEF 109 SPATK 128 SPDEF 77  SPEED 104
QUILAVA Lv48             HP 49  ATK 83  DEF 52  SPATK 92  SPDEF 49  SPEED 50 
CACTURNE Lv47            HP 20  ATK 50  DEF 57  SPATK 193 SPDEF 88  SPEED 67 
JUMPLUFF Lv48            HP 85  ATK 91  DEF 89  SPATK 93  SPDEF 52  SPEED 56 
BIBAREL Lv47             HP 87  ATK 82  DEF 18  SPATK 96  SPDEF 77  SPEED 105
LUGIA Lv47               HP 161 ATK 19  DEF 16  SPATK 116 SPDEF 110 SPEED 83 
MACHAMP Lv45             HP 97  ATK 91  DEF 97  SPATK 106 SPDEF 17  SPEED 80 
HITMONCHAN Lv45          HP 128 ATK 63  DEF 65  SPATK 22  SPDEF 85  SPEED 59 
MANECTRIC Lv42           HP 149 ATK 179 DEF 13  SPATK 94  SPDEF 24  SPEED 15 
GIRATINA Lv45            HP 20  ATK 91  DEF 149 SPATK 138 SPDEF 57  SPEED 27 
FLAREON Lv42             HP 92  ATK 93  DEF 42  SPATK 36  SPDEF 66  SPEED 107
SNUBBULL Lv45            HP 70  ATK 165 DEF 50  SPATK 123 SPDEF 17  SPEED 73 

Set #285 - Mt. Mortar Hoenn/Sinnoh Radio (rate=1)
SWABLU Lv1               HP 56  ATK 24  DEF 79  SPATK 64  SPDEF 64  SPEED 77 
MR. MIME Lv1             HP 85  ATK 73  DEF 148 SPATK 13  SPDEF 51  SPEED 94 
HOUNDOOM Lv1             HP 38  ATK 98  DEF 180 SPATK 111 SPDEF 107 SPEED 112
SCIZOR Lv1               HP 21  ATK 95  DEF 90  SPATK 92  SPDEF 92  SPEED 110

Set #286 - Mt. Mortar Surfing (rate=10)
URSARING Lvs 23-38       HP 72  ATK 47  DEF 114 SPATK 112 SPDEF 31  SPEED 113
SUNFLORA Lvs 30-45       HP 126 ATK 111 DEF 20  SPATK 24  SPDEF 170 SPEED 88 
MEW Lvs 30-45            HP 121 ATK 111 DEF 48  SPATK 60  SPDEF 23  SPEED 98 
SLAKOTH Lvs 30-45        HP 70  ATK 15  DEF 101 SPATK 66  SPDEF 53  SPEED 10 
DELIBIRD Lvs 30-45       HP 103 ATK 18  DEF 113 SPATK 127 SPDEF 12  SPEED 42 

Set #287 - Mt. Mortar Old Rod (rate=25)
TENTACRUEL Lv15          HP 200 ATK 27  DEF 41  SPATK 16  SPDEF 43  SPEED 118
OMANYTE Lv15             HP 20  ATK 13  DEF 23  SPATK 82  SPDEF 95  SPEED 91 
SHUPPET Lv15             HP 45  ATK 144 DEF 19  SPATK 88  SPDEF 44  SPEED 35 
CORPHISH Lv15            HP 75  ATK 61  DEF 32  SPATK 74  SPDEF 98  SPEED 32 
EXPLOUD Lv15             HP 108 ATK 168 DEF 39  SPATK 58  SPDEF 67  SPEED 115

Set #288 - Mt. Mortar Good Rod (rate=50)
LEDYBA Lv30              HP 39  ATK 21  DEF 72  SPATK 30  SPDEF 27  SPEED 33 
LATIAS Lv30              HP 140 ATK 91  DEF 86  SPATK 92  SPDEF 64  SPEED 12 
MAROWAK Lv30             HP 86  ATK 92  DEF 107 SPATK 86  SPDEF 17  SPEED 130
LAPRAS Lv30              HP 56  ATK 122 DEF 50  SPATK 95  SPDEF 83  SPEED 81 
PRIMEAPE Lv30            HP 21  ATK 113 DEF 19  SPATK 114 SPDEF 81  SPEED 102

Set #289 - Mt. Mortar Super Rod (rate=75)
GLISCOR Lv60             HP 139 ATK 35  DEF 36  SPATK 62  SPDEF 139 SPEED 73 
TAUROS Lv60              HP 75  ATK 108 DEF 59  SPATK 80  SPDEF 96  SPEED 50 
SPIRITOMB Lv60           HP 118 ATK 73  DEF 27  SPATK 81  SPDEF 112 SPEED 134
SKORUPI Lv60             HP 32  ATK 50  DEF 13  SPATK 10  SPDEF 45  SPEED 51 
BELLOSSOM Lv60           HP 133 ATK 119 DEF 136 SPATK 173 SPDEF 133 SPEED 75 

Set #290 - Mt. Mortar Swarms (rate=1)
CLEFFA Lv1               HP 20  ATK 10  DEF 58  SPATK 56  SPDEF 60  SPEED 39 
MAGBY Lv1                HP 63  ATK 41  DEF 69  SPATK 28  SPDEF 14  SPEED 143

Set #291 - Mt. Mortar Night Fishing Replacement (rate=1)
SABLEYE Lv1              HP 110 ATK 120 DEF 32  SPATK 101 SPDEF 57  SPEED 107

Set #292 - Mt. Mortar Fishing Swarm (rate=1)
SWABLU Lv1               HP 56  ATK 24  DEF 79  SPATK 64  SPDEF 64  SPEED 77 

Set #293 - Mt. Mortar Grass/Cave (rate=10)
LUVDISC Lv23             HP 88  ATK 96  DEF 107 SPATK 75  SPDEF 25  SPEED 97 
STARLY Lv26              HP 48  ATK 78  DEF 21  SPATK 16  SPDEF 63  SPEED 60 
SPEAROW Lv23             HP 58  ATK 18  DEF 19  SPATK 107 SPDEF 125 SPEED 74 
LILEEP Lv26              HP 20  ATK 43  DEF 77  SPATK 72  SPDEF 27  SPEED 69 
NIDOKING Lv24            HP 24  ATK 152 DEF 137 SPATK 25  SPDEF 114 SPEED 14 
BELDUM Lv24              HP 20  ATK 33  DEF 40  SPATK 57  SPDEF 25  SPEED 85 
SCEPTILE Lv24            HP 46  ATK 54  DEF 109 SPATK 128 SPDEF 77  SPEED 104
DRAGONAIR Lv24           HP 54  ATK 22  DEF 57  SPATK 24  SPDEF 67  SPEED 83 
ONIX Lv24                HP 58  ATK 54  DEF 15  SPATK 76  SPDEF 10  SPEED 32 
SUNFLORA Lv24            HP 126 ATK 111 DEF 20  SPATK 24  SPDEF 170 SPEED 88 
VENUSAUR Lv24            HP 43  ATK 79  DEF 19  SPATK 74  SPDEF 151 SPEED 92 
MILTANK Lv24             HP 89  ATK 114 DEF 80  SPATK 90  SPDEF 47  SPEED 34 

Set #294 - Mt. Mortar Hoenn/Sinnoh Radio (rate=1)
LATIAS Lv1               HP 140 ATK 91  DEF 86  SPATK 92  SPDEF 64  SPEED 12 
TAILLOW Lv1              HP 63  ATK 67  DEF 55  SPATK 52  SPDEF 69  SPEED 67 
MEWTWO Lv1               HP 27  ATK 138 DEF 15  SPATK 144 SPDEF 156 SPEED 90 
AMPHAROS Lv1             HP 20  ATK 125 DEF 133 SPATK 76  SPDEF 71  SPEED 149

Set #295 - Mt. Mortar Surfing (rate=10)
SKITTY Lvs 23-38         HP 60  ATK 32  DEF 10  SPATK 58  SPDEF 43  SPEED 66 
PICHU Lvs 15-30          HP 49  ATK 47  DEF 44  SPATK 47  SPDEF 37  SPEED 30 
SKARMORY Lvs 23-38       HP 153 ATK 79  DEF 169 SPATK 59  SPDEF 34  SPEED 71 
CHINCHOU Lvs 23-38       HP 21  ATK 33  DEF 36  SPATK 52  SPDEF 60  SPEED 20 
CHARIZARD Lvs 23-38      HP 119 ATK 127 DEF 17  SPATK 54  SPDEF 112 SPEED 89 

Set #296 - Mt. Mortar Old Rod (rate=25)
EMPOLEON Lv15            HP 156 ATK 12  DEF 155 SPATK 75  SPDEF 35  SPEED 14 
YANMEGA Lv15             HP 57  ATK 93  DEF 88  SPATK 76  SPDEF 91  SPEED 105
CHERUBI Lv15             HP 80  ATK 103 DEF 65  SPATK 70  SPDEF 10  SPEED 64 
GRIMER Lv15              HP 54  ATK 14  DEF 79  SPATK 41  SPDEF 51  SPEED 28 
GLALIE Lv15              HP 38  ATK 34  DEF 127 SPATK 13  SPDEF 141 SPEED 128

Set #297 - Mt. Mortar Good Rod (rate=50)
NIDORINO Lv30            HP 130 ATK 119 DEF 77  SPATK 25  SPDEF 106 SPEED 30 
MEW Lv30                 HP 121 ATK 111 DEF 48  SPATK 60  SPDEF 23  SPEED 98 
SPINARAK Lv30            HP 112 ATK 93  DEF 50  SPATK 36  SPDEF 12  SPEED 120
PIPLUP Lv30              HP 81  ATK 120 DEF 14  SPATK 79  SPDEF 133 SPEED 17 
GIBLE Lv30               HP 22  ATK 124 DEF 119 SPATK 12  SPDEF 37  SPEED 37 

Set #298 - Mt. Mortar Super Rod (rate=75)
BELLSPROUT Lv60          HP 29  ATK 152 DEF 112 SPATK 91  SPDEF 13  SPEED 37 
GARDEVOIR Lv60           HP 92  ATK 89  DEF 113 SPATK 93  SPDEF 101 SPEED 77 
IVYSAUR Lv60             HP 23  ATK 81  DEF 57  SPATK 106 SPDEF 29  SPEED 38 
MEGANIUM Lv60            HP 30  ATK 127 DEF 50  SPATK 103 SPDEF 29  SPEED 105
ELEKID Lv60              HP 180 ATK 20  DEF 105 SPATK 40  SPDEF 37  SPEED 29 

Set #299 - Mt. Mortar Swarms (rate=1)
NINJASK Lv1              HP 33  ATK 176 DEF 104 SPATK 28  SPDEF 179 SPEED 28 
MARSHTOMP Lv1            HP 71  ATK 80  DEF 10  SPATK 96  SPDEF 10  SPEED 79 

Set #300 - Mt. Mortar Night Fishing Replacement (rate=1)
CACNEA Lv1               HP 58  ATK 55  DEF 39  SPATK 33  SPDEF 14  SPEED 31 

Set #301 - Mt. Mortar Fishing Swarm (rate=1)
GROWLITHE Lv1            HP 71  ATK 116 DEF 89  SPATK 15  SPDEF 78  SPEED 67 

Set #302 - Route 43 Grass/Cave (rate=20)
HITMONTOP Lv23           HP 84  ATK 61  DEF 59  SPATK 60  SPDEF 49  SPEED 142
MESPRIT Lv23             HP 39  ATK 54  DEF 77  SPATK 184 SPDEF 191 SPEED 92 
LOPUNNY Lv23             HP 29  ATK 90  DEF 15  SPATK 119 SPDEF 90  SPEED 65 
STEELIX Lv23             HP 58  ATK 82  DEF 33  SPATK 113 SPDEF 76  SPEED 76 
MIGHTYENA Lv26           HP 46  ATK 83  DEF 48  SPATK 77  SPDEF 95  SPEED 67 
GROVYLE Lv26             HP 22  ATK 89  DEF 109 SPATK 114 SPDEF 94  SPEED 98 
HONCHKROW Lv23           HP 103 ATK 44  DEF 104 SPATK 80  SPDEF 96  SPEED 99 
GROUDON Lv23             HP 68  ATK 98  DEF 113 SPATK 57  SPDEF 88  SPEED 43 
QWILFISH Lv24            HP 187 ATK 84  DEF 33  SPATK 56  SPDEF 91  SPEED 95 
FERALIGATR Lv26          HP 93  ATK 141 DEF 25  SPATK 119 SPDEF 99  SPEED 85 
SHUPPET Lv24             HP 45  ATK 144 DEF 19  SPATK 88  SPDEF 44  SPEED 35 
GROVYLE Lv26             HP 22  ATK 89  DEF 109 SPATK 114 SPDEF 94  SPEED 98 

Set #303 - Route 43 Hoenn/Sinnoh Radio (rate=1)
WEEPINBELL Lv1           HP 60  ATK 102 DEF 26  SPATK 76  SPDEF 98  SPEED 89 
HOOTHOOT Lv1             HP 56  ATK 58  DEF 81  SPATK 30  SPDEF 75  SPEED 32 
SPOINK Lv1               HP 38  ATK 26  DEF 42  SPATK 19  SPDEF 24  SPEED 61 
JYNX Lv1                 HP 118 ATK 52  DEF 109 SPATK 27  SPDEF 114 SPEED 61 

Set #304 - Route 43 Surfing (rate=10)
KAKUNA Lvs 23-38         HP 120 ATK 31  DEF 92  SPATK 139 SPDEF 41  SPEED 84 
GROUDON Lvs 15-30        HP 68  ATK 98  DEF 113 SPATK 57  SPDEF 88  SPEED 43 
RATICATE Lvs 8-23        HP 85  ATK 95  DEF 77  SPATK 95  SPDEF 52  SPEED 56 
MANTYKE Lvs 8-23         HP 33  ATK 37  DEF 10  SPATK 54  SPDEF 45  SPEED 57 
SCEPTILE Lv75            HP 46  ATK 54  DEF 109 SPATK 128 SPDEF 77  SPEED 104

Set #305 - Route 43 Old Rod (rate=25)
CELEBI Lv15              HP 102 ATK 119 DEF 30  SPATK 31  SPDEF 119 SPEED 122
DRAPION Lv15             HP 92  ATK 25  DEF 107 SPATK 161 SPDEF 149 SPEED 33 
PUPITAR Lv15             HP 81  ATK 81  DEF 10  SPATK 84  SPDEF 18  SPEED 38 
GLAMEOW Lv15             HP 20  ATK 103 DEF 62  SPATK 123 SPDEF 16  SPEED 124
HYPNO Lv15               HP 154 ATK 126 DEF 17  SPATK 16  SPDEF 70  SPEED 119

Set #306 - Route 43 Good Rod (rate=50)
LUXIO Lv30               HP 51  ATK 151 DEF 38  SPATK 83  SPDEF 24  SPEED 36 
GIBLE Lv30               HP 22  ATK 124 DEF 119 SPATK 12  SPDEF 37  SPEED 37 
POLIWRATH Lv30           HP 20  ATK 96  DEF 118 SPATK 68  SPDEF 84  SPEED 67 
WALREIN Lv30             HP 96  ATK 21  DEF 102 SPATK 36  SPDEF 160 SPEED 105
SWELLOW Lv30             HP 134 ATK 125 DEF 204 SPATK 32  SPDEF 15  SPEED 49 

Set #307 - Route 43 Super Rod (rate=75)
SPINARAK Lv60            HP 112 ATK 93  DEF 50  SPATK 36  SPDEF 12  SPEED 120
SKARMORY Lv60            HP 153 ATK 79  DEF 169 SPATK 59  SPDEF 34  SPEED 71 
TANGROWTH Lv60           HP 82  ATK 109 DEF 85  SPATK 101 SPDEF 18  SPEED 95 
GROUDON Lv60             HP 68  ATK 98  DEF 113 SPATK 57  SPDEF 88  SPEED 43 
SUNFLORA Lv60            HP 126 ATK 111 DEF 20  SPATK 24  SPDEF 170 SPEED 88 

Set #308 - Route 43 Swarms (rate=1)
PIPLUP Lv1               HP 81  ATK 120 DEF 14  SPATK 79  SPDEF 133 SPEED 17 
STARAVIA Lv1             HP 80  ATK 93  DEF 34  SPATK 16  SPDEF 24  SPEED 89 

Set #309 - Route 43 Night Fishing Replacement (rate=1)
XATU Lv1                 HP 37  ATK 125 DEF 89  SPATK 66  SPDEF 13  SPEED 111

Set #310 - Route 43 Fishing Swarm (rate=1)
NIDOQUEEN Lv1            HP 56  ATK 104 DEF 44  SPATK 114 SPDEF 16  SPEED 132

Set #311 - Lake of Rage Surfing (rate=10)
RELICANTH Lvs 15-30      HP 110 ATK 22  DEF 47  SPATK 66  SPDEF 106 SPEED 112
BLISSEY Lvs 8-23         HP 60  ATK 45  DEF 123 SPATK 139 SPDEF 123 SPEED 44 
JYNX Lvs 15-30           HP 118 ATK 52  DEF 109 SPATK 27  SPDEF 114 SPEED 61 
BELLOSSOM Lvs 15-30      HP 133 ATK 119 DEF 136 SPATK 173 SPDEF 133 SPEED 75 
ARTICUNO Lvs 15-30       HP 51  ATK 157 DEF 135 SPATK 159 SPDEF 32  SPEED 29 

Set #312 - Lake of Rage Old Rod (rate=25)
STUNKY Lv15              HP 52  ATK 20  DEF 52  SPATK 21  SPDEF 55  SPEED 53 
CHINCHOU Lv15            HP 21  ATK 33  DEF 36  SPATK 52  SPDEF 60  SPEED 20 
MAGNEMITE Lv15           HP 20  ATK 85  DEF 63  SPATK 109 SPDEF 31  SPEED 33 
EKANS Lv15               HP 84  ATK 48  DEF 54  SPATK 14  SPDEF 64  SPEED 12 
TREECKO Lv15             HP 63  ATK 90  DEF 75  SPATK 154 SPDEF 88  SPEED 93 

Set #313 - Lake of Rage Good Rod (rate=50)
SMOOCHUM Lv30            HP 78  ATK 91  DEF 13  SPATK 41  SPDEF 87  SPEED 10 
HO-OH Lv30               HP 121 ATK 96  DEF 169 SPATK 125 SPDEF 146 SPEED 97 
MEGANIUM Lv30            HP 30  ATK 127 DEF 50  SPATK 103 SPDEF 29  SPEED 105
GEODUDE Lv30             HP 96  ATK 73  DEF 89  SPATK 61  SPDEF 75  SPEED 38 
CROBAT Lv30              HP 129 ATK 106 DEF 97  SPATK 35  SPDEF 67  SPEED 16 

Set #314 - Lake of Rage Super Rod (rate=75)
MIME JR. Lv60            HP 72  ATK 45  DEF 65  SPATK 86  SPDEF 61  SPEED 57 
BONSLY Lv60              HP 39  ATK 64  DEF 75  SPATK 53  SPDEF 10  SPEED 10 
WAILORD Lv60             HP 23  ATK 48  DEF 75  SPATK 25  SPDEF 125 SPEED 126
LUNATONE Lv60            HP 37  ATK 59  DEF 34  SPATK 18  SPDEF 117 SPEED 188
BRONZONG Lv60            HP 96  ATK 101 DEF 53  SPATK 49  SPDEF 43  SPEED 103

Set #315 - Lake of Rage Swarms (rate=1)
MISMAGIUS Lv1            HP 90  ATK 140 DEF 80  SPATK 107 SPDEF 61  SPEED 32 

Set #316 - Lake of Rage Night Fishing Replacement (rate=1)
GIBLE Lv1                HP 22  ATK 124 DEF 119 SPATK 12  SPDEF 37  SPEED 37 

Set #317 - Lake of Rage Fishing Swarm (rate=1)
PURUGLY Lv1              HP 143 ATK 93  DEF 124 SPATK 10  SPDEF 122 SPEED 52 

Set #318 - Route 44 Grass/Cave (rate=25)
SHIFTRY Lv35             HP 118 ATK 84  DEF 101 SPATK 15  SPDEF 68  SPEED 84 
KABUTOPS Lv33            HP 51  ATK 63  DEF 127 SPATK 13  SPDEF 21  SPEED 146
EXEGGCUTE Lv35           HP 72  ATK 126 DEF 11  SPATK 54  SPDEF 21  SPEED 32 
GASTLY Lv33              HP 20  ATK 162 DEF 116 SPATK 159 SPDEF 14  SPEED 12 
CHERUBI Lv33             HP 80  ATK 103 DEF 65  SPATK 70  SPDEF 10  SPEED 64 
SKORUPI Lv33             HP 32  ATK 50  DEF 13  SPATK 10  SPDEF 45  SPEED 51 
GOREBYSS Lv36            HP 100 ATK 18  DEF 151 SPATK 178 SPDEF 100 SPEED 25 
CHARMELEON Lv36          HP 89  ATK 52  DEF 10  SPATK 53  SPDEF 85  SPEED 51 
ABOMASNOW Lv36           HP 20  ATK 146 DEF 48  SPATK 42  SPDEF 93  SPEED 102
BAGON Lv39               HP 20  ATK 51  DEF 35  SPATK 34  SPDEF 25  SPEED 60 
LANTURN Lv36             HP 95  ATK 32  DEF 94  SPATK 79  SPDEF 49  SPEED 97 
SLAKOTH Lv39             HP 70  ATK 15  DEF 101 SPATK 66  SPDEF 53  SPEED 10 

Set #319 - Route 44 Hoenn/Sinnoh Radio (rate=1)
STUNKY Lv1               HP 52  ATK 20  DEF 52  SPATK 21  SPDEF 55  SPEED 53 
TANGELA Lv1              HP 20  ATK 41  DEF 62  SPATK 82  SPDEF 27  SPEED 76 
RHYPERIOR Lv1            HP 20  ATK 111 DEF 64  SPATK 134 SPDEF 52  SPEED 121
IVYSAUR Lv1              HP 23  ATK 81  DEF 57  SPATK 106 SPDEF 29  SPEED 38 

Set #320 - Route 44 Surfing (rate=10)
CROCONAW Lvs 30-45       HP 49  ATK 35  DEF 77  SPATK 47  SPDEF 48  SPEED 18 
RHYPERIOR Lvs 23-38      HP 20  ATK 111 DEF 64  SPATK 134 SPDEF 52  SPEED 121
SURSKIT Lvs 30-45        HP 105 ATK 42  DEF 10  SPATK 33  SPDEF 40  SPEED 119
TAILLOW Lvs 30-45        HP 63  ATK 67  DEF 55  SPATK 52  SPDEF 69  SPEED 67 
VIGOROTH Lvs 30-45       HP 37  ATK 66  DEF 48  SPATK 63  SPDEF 24  SPEED 20 

Set #321 - Route 44 Old Rod (rate=25)
EXPLOUD Lv15             HP 108 ATK 168 DEF 39  SPATK 58  SPDEF 67  SPEED 115
DITTO Lv15               HP 20  ATK 158 DEF 26  SPATK 167 SPDEF 87  SPEED 48 
HOPPIP Lv15              HP 89  ATK 44  DEF 33  SPATK 61  SPDEF 27  SPEED 107
GOREBYSS Lv15            HP 100 ATK 18  DEF 151 SPATK 178 SPDEF 100 SPEED 25 
GULPIN Lv15              HP 100 ATK 106 DEF 105 SPATK 25  SPDEF 25  SPEED 81 

Set #322 - Route 44 Good Rod (rate=50)
LUNATONE Lv30            HP 37  ATK 59  DEF 34  SPATK 18  SPDEF 117 SPEED 188
DARKRAI Lv30             HP 85  ATK 62  DEF 68  SPATK 98  SPDEF 51  SPEED 129
SLOWBRO Lv30             HP 79  ATK 77  DEF 130 SPATK 77  SPDEF 39  SPEED 155
MAREEP Lv30              HP 56  ATK 70  DEF 116 SPATK 76  SPDEF 23  SPEED 43 
BULBASAUR Lv30           HP 40  ATK 91  DEF 50  SPATK 64  SPDEF 36  SPEED 116

Set #323 - Route 44 Super Rod (rate=75)
PERSIAN Lv60             HP 24  ATK 64  DEF 53  SPATK 96  SPDEF 95  SPEED 82 
BRELOOM Lv60             HP 166 ATK 117 DEF 196 SPATK 33  SPDEF 137 SPEED 47 
PRIMEAPE Lv60            HP 21  ATK 113 DEF 19  SPATK 114 SPDEF 81  SPEED 102
CARVANHA Lv60            HP 26  ATK 59  DEF 71  SPATK 103 SPDEF 81  SPEED 70 
TOGETIC Lv60             HP 34  ATK 35  DEF 40  SPATK 36  SPDEF 48  SPEED 51 

Set #324 - Route 44 Swarms (rate=1)
WAILORD Lv1              HP 23  ATK 48  DEF 75  SPATK 25  SPDEF 125 SPEED 126
MONFERNO Lv1             HP 28  ATK 46  DEF 34  SPATK 41  SPDEF 59  SPEED 35 

Set #325 - Route 44 Night Fishing Replacement (rate=1)
WARTORTLE Lv1            HP 79  ATK 22  DEF 58  SPATK 75  SPDEF 74  SPEED 107

Set #326 - Route 44 Fishing Swarm (rate=1)
GIBLE Lv1                HP 22  ATK 124 DEF 119 SPATK 12  SPDEF 37  SPEED 37 

Set #327 - Ice Path Grass/Cave (rate=5)
BRELOOM Lv32             HP 166 ATK 117 DEF 196 SPATK 33  SPDEF 137 SPEED 47 
MEOWTH Lv33              HP 40  ATK 57  DEF 33  SPATK 52  SPDEF 60  SPEED 93 
LEDYBA Lv32              HP 39  ATK 21  DEF 72  SPATK 30  SPDEF 27  SPEED 33 
RALTS Lv33               HP 63  ATK 12  DEF 98  SPATK 107 SPDEF 10  SPEED 37 
PIDGEOT Lv33             HP 79  ATK 43  DEF 31  SPATK 16  SPDEF 114 SPEED 215
MAGMORTAR Lv33           HP 89  ATK 112 DEF 108 SPATK 96  SPDEF 87  SPEED 93 
DONPHAN Lv35             HP 90  ATK 48  DEF 53  SPATK 93  SPDEF 68  SPEED 97 
TOGEPI Lv35              HP 49  ATK 70  DEF 27  SPATK 70  SPDEF 37  SPEED 24 
GOLDEEN Lv33             HP 82  ATK 60  DEF 94  SPATK 12  SPDEF 52  SPEED 96 
CELEBI Lv33              HP 102 ATK 119 DEF 30  SPATK 31  SPDEF 119 SPEED 122
COMBEE Lv33              HP 38  ATK 41  DEF 66  SPATK 30  SPDEF 42  SPEED 40 
SOLROCK Lv33             HP 23  ATK 156 DEF 51  SPATK 27  SPDEF 105 SPEED 133

Set #328 - Ice Path Hoenn/Sinnoh Radio (rate=1)
GABITE Lv1               HP 51  ATK 94  DEF 44  SPATK 11  SPDEF 69  SPEED 30 
BONSLY Lv1               HP 39  ATK 64  DEF 75  SPATK 53  SPDEF 10  SPEED 10 
RAIKOU Lv1               HP 157 ATK 38  DEF 47  SPATK 88  SPDEF 102 SPEED 130
CELEBI Lv1               HP 102 ATK 119 DEF 30  SPATK 31  SPDEF 119 SPEED 122

Set #329 - Ice Path Swarms (rate=1)
HAUNTER Lv1              HP 60  ATK 101 DEF 52  SPATK 24  SPDEF 145 SPEED 24 

Set #330 - Ice Path Grass/Cave (rate=5)
DODUO Lv32               HP 144 ATK 108 DEF 67  SPATK 14  SPDEF 17  SPEED 80 
PURUGLY Lv33             HP 143 ATK 93  DEF 124 SPATK 10  SPDEF 122 SPEED 52 
SHELLDER Lv32            HP 91  ATK 17  DEF 81  SPATK 36  SPDEF 103 SPEED 14 
ROTOM Lv33               HP 148 ATK 31  DEF 86  SPATK 193 SPDEF 138 SPEED 55 
LATIAS Lv33              HP 140 ATK 91  DEF 86  SPATK 92  SPDEF 64  SPEED 12 
TOTODILE Lv33            HP 84  ATK 17  DEF 74  SPATK 10  SPDEF 10  SPEED 35 
MEDICHAM Lv35            HP 192 ATK 174 DEF 222 SPATK 28  SPDEF 230 SPEED 48 
CHARMELEON Lv35          HP 89  ATK 52  DEF 10  SPATK 53  SPDEF 85  SPEED 51 
METANG Lv33              HP 53  ATK 60  DEF 70  SPATK 29  SPDEF 23  SPEED 29 
