Randomizer Version: 4.5.1-HAL
Random Seed: 85825638270474
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> HITMONCHAN     
 20 RATICATE      |Aeroblast |        - |DoubleSlap |Natural Gift |Lock-On |      - |          - |        - |           - |         - |        - |Ominous Wind |        - |         - |Volt Tackle |         - |Nature Power |Magical Leaf |         - |Future Sight |        - |          - |Helping Hand |         - |          - |          - |Rollout |           - |Lucky Chant |Flatter |   - |       - |Dragon Rush |AncientPower |          - |Sweet Kiss |        - |   - |      - |         - |         - |Fury Cutter |Hyper Fang |Sleep Powder |Sand Tomb |Hidden Power |Hyper Beam |          - |Splash |Razor Wind |Present |Confuse Ray |
 21 SPEAROW       |Aeroblast |Aqua Ring |         - |           - |      - |      - |Drain Punch |        - |           - |Rock Blast |        - |           - |        - |Drill Peck |          - |         - |           - |           - |Trick Room |Future Sight |        - |          - |           - |Rapid Spin |          - |Night Shade |Rollout |Hi Jump Kick |          - |      - |   - |Fake Out |          - |AncientPower |          - |Sweet Kiss |        - |   - |Ingrain |Hammer Arm |         - |          - |         - |Sleep Powder |Sand Tomb |Hidden Power |         - |          - |Splash |Razor Wind |      - |Confuse Ray |
 22 FEAROW        |        - |        - |         - |Natural Gift |Lock-On |Spit Up |Drain Punch |Explosion |           - |         - |Constrict |Ominous Wind |        - |Drill Peck |Volt Tackle |Brave Bird |Nature Power |Magical Leaf |Trick Room |Future Sight |        - |          - |Helping Hand |Rapid Spin |          - |          - |      - |           - |Lucky Chant |      - |   - |Fake Out |          - |           - |          - |         - |        - |   - |      - |Hammer Arm |         - |Fury Cutter |Hyper Fang |           - |Sand Tomb |           - |Hyper Beam |Giga Impact |Splash |Razor Wind |Present |          - |
 23 EKANS         |        - |Aqua Ring |         - |Natural Gift |Lock-On |      - |          - |        - |           - |         - |        - |           - |        - |Drill Peck |Volt Tackle |Brave Bird |Nature Power |           - |Trick Room |Future Sight |Vine Whip |Sludge Bomb |           - |Rapid Spin |          - |          - |Rollout |Hi Jump Kick |Lucky Chant |      - |Roar |Fake Out |          - |           - |Mirror Coat |Sweet Kiss |        - |   - |      - |         - |Mach Punch |          - |         - |Sleep Powder |        - |           - |         - |Giga Impact |Splash |         - |Present |          - |
 24 ARBOK         |Aeroblast |        - |DoubleSlap |           - |Lock-On |      - |          - |Explosion |PoisonPowder |Rock Blast |        - |Ominous Wind |Water Gun |Drill Peck |          - |         - |           - |Magical Leaf |         - |           - |        - |Sludge Bomb |           - |         - |Aura Sphere |          - |Rollout |           - |Lucky Chant |      - |Roar |       - |Dragon Rush |           - |          - |Sweet Kiss |Fire Spin |Slam |      - |Hammer Arm |         - |          - |         - |Sleep Powder |Sand Tomb |           - |         - |          - |     - |         - |      - |          - |
 25 PIKACHU       |Aeroblast |Aqua Ring |DoubleSlap |Natural Gift |Lock-On |Spit Up |Drain Punch |Explosion |PoisonPowder |         - |        - |           - |Water Gun |Drill Peck |          - |         - |Nature Power |Magical Leaf |         - |Future Sight |Vine Whip |          - |           - |         - |          - |Night Shade |      - |           - |          - |      - |   - |       - |          - |           - |Mirror Coat |         - |Fire Spin |Slam |      - |         - |         - |          - |Hyper Fang |           - |        - |Hidden Power |Hyper Beam |Giga Impact |     - |         - |Present |          - |
 26 RAICHU        |        - |Aqua Ring |         - |           - |      - |      - |          - |        - |           - |Rock Blast |Constrict |Ominous Wind |Water Gun |Drill Peck |          - |Brave Bird |           - |Magical Leaf |         - |           - |        - |          - |           - |Rapid Spin |          - |Night Shade |      - |Hi Jump Kick |Lucky Chant |Flatter |   - |Fake Out |          - |           - |          - |Sweet Kiss |        - |   - |Ingrain |         - |         - |Fury Cutter |         - |Sleep Powder |        - |           - |Hyper Beam |          - |Splash |Razor Wind |      - |Confuse Ray |
 27 SANDSHREW     |        - |Aqua Ring |         - |           - |      - |      - |          - |        - |PoisonPowder |Rock Blast |Constrict |           - |Water Gun |Drill Peck |Volt Tackle |         - |Nature Power |           - |         - |           - |Vine Whip |          - |           - |Rapid Spin |          - |          - |      - |           - |          - |Flatter |Roar |       - |          - |AncientPower |Mirror Coat |         - |Fire Spin |   - |Ingrain |Hammer Arm |Mach Punch |Fury Cutter |Hyper Fang |           - |Sand Tomb |Hidden Power |Hyper Beam |          - |Splash |Razor Wind |Present |Confuse Ray |
 28 SANDSLASH     |Aeroblast |        - |         - |Natural Gift |      - |Spit Up |          - |        - |PoisonPowder |         - |Constrict |           - |        - |         - |Volt Tackle |         - |Nature Power |Magical Leaf |         - |           - |        - |          - |Helping Hand |         - |          - |Night Shade |Rollout |Hi Jump Kick |Lucky Chant |Flatter |   - |Fake Out |Dragon Rush |AncientPower |Mirror Coat |Sweet Kiss |Fire Spin |   - |Ingrain |         - |         - |          - |Hyper Fang |           - |        - |           - |         - |Giga Impact |Splash |         - |Present |Confuse Ray |
 29 NIDORAN♀      |        - |Aqua Ring |         - |Natural Gift |      - |Spit Up |Drain Punch |Explosion |           - |Rock Blast |Constrict |Ominous Wind |        - |Drill Peck |Volt Tackle |Brave Bird |Nature Power |Magical Leaf |         - |Future Sight |Vine Whip |          - |Helping Hand |         - |Aura Sphere |          - |      - |           - |Lucky Chant |Flatter |   - |       - |Dragon Rush |AncientPower |          - |Sweet Kiss |        - |   - |Ingrain |         - |Mach Punch |Fury Cutter |         - |Sleep Powder |Sand Tomb |Hidden Power |Hyper Beam |          - |     - |Razor Wind |      - |          - |
 30 NIDORINA      |Aeroblast |        - |         - |Natural Gift |Lock-On |Spit Up |Drain Punch |        - |           - |Rock Blast |Constrict |Ominous Wind |        - |Drill Peck |Volt Tackle |         - |Nature Power |Magical Leaf |Trick Room |Future Sight |        - |Sludge Bomb |Helping Hand |Rapid Spin |Aura Sphere |          - |Rollout |           - |Lucky Chant |      - |   - |Fake Out |Dragon Rush |AncientPower |Mirror Coat |Sweet Kiss |Fire Spin |Slam |      - |         - |         - |          - |Hyper Fang |           - |        - |           - |Hyper Beam |          - |Splash |Razor Wind |      - |          - |
 31 NIDOQUEEN     |Aeroblast |Aqua Ring |         - |Natural Gift |      - |      - |Drain Punch |Explosion |           - |         - |Constrict |Ominous Wind |        - |Drill Peck |Volt Tackle |         - |           - |           - |Trick Room |           - |Vine Whip |Sludge Bomb |Helping Hand |         - |Aura Sphere |          - |      - |Hi Jump Kick |Lucky Chant |Flatter |Roar |       - |          - |AncientPower |Mirror Coat |Sweet Kiss |        - |Slam |Ingrain |Hammer Arm |Mach Punch |          - |         - |Sleep Powder |        - |           - |Hyper Beam |          - |Splash |Razor Wind |      - |Confuse Ray |
 32 NIDORAN♂      |        - |        - |DoubleSlap |Natural Gift |      - |Spit Up |          - |        - |           - |Rock Blast |        - |Ominous Wind |Water Gun |         - |Volt Tackle |         - |Nature Power |           - |Trick Room |           - |        - |Sludge Bomb |Helping Hand |         - |Aura Sphere |          - |Rollout |Hi Jump Kick |Lucky Chant |Flatter |   - |Fake Out |Dragon Rush |AncientPower |Mirror Coat |         - |Fire Spin |Slam |Ingrain |Hammer Arm |Mach Punch |          - |         - |           - |Sand Tomb |           - |         - |          - |     - |         - |Present |          - |
 33 NIDORINO      |Aeroblast |Aqua Ring |         - |           - |Lock-On |Spit Up |Drain Punch |        - |PoisonPowder |         - |        - |           - |Water Gun |Drill Peck |          - |Brave Bird |           - |           - |         - |           - |Vine Whip |Sludge Bomb |           - |         - |Aura Sphere |          - |      - |Hi Jump Kick |Lucky Chant |      - |Roar |       - |Dragon Rush |AncientPower |Mirror Coat |Sweet Kiss |        - |Slam |Ingrain |         - |         - |          - |Hyper Fang |Sleep Powder |        - |Hidden Power |         - |          - |Splash |         - |Present |          - |
 34 NIDOKING      |Aeroblast |        - |DoubleSlap |Natural Gift |      - |      - |Drain Punch |Explosion |PoisonPowder |Rock Blast |        - |           - |        - |Drill Peck |          - |         - |Nature Power |Magical Leaf |Trick Room |           - |Vine Whip |Sludge Bomb |           - |         - |          - |Night Shade |Rollout |Hi Jump Kick |Lucky Chant |Flatter |Roar |       - |          - |           - |          - |Sweet Kiss |        - |   - |      - |Hammer Arm |         - |Fury Cutter |Hyper Fang |           - |Sand Tomb |           - |         - |          - |     - |         - |      - |Confuse Ray |
 35 CLEFAIRY      |Aeroblast |Aqua Ring |DoubleSlap |           - |      - |Spit Up |Drain Punch |        - |           - |         - |Constrict |           - |        - |Drill Peck |Volt Tackle |         - |           - |Magical Leaf |Trick Room |           - |        - |Sludge Bomb |           - |Rapid Spin |          - |Night Shade |      - |Hi Jump Kick |Lucky Chant |      - |Roar |Fake Out |          - |           - |Mirror Coat |         - |Fire Spin |Slam |      - |         - |Mach Punch |          - |Hyper Fang |           - |Sand Tomb |Hidden Power |         - |Giga Impact |Splash |Razor Wind |Present |          - |
 36 CLEFABLE      |Aeroblast |Aqua Ring |DoubleSlap |Natural Gift |      - |      - |          - |        - |PoisonPowder |Rock Blast |        - |           - |        - |Drill Peck |Volt Tackle |Brave Bird |Nature Power |           - |         - |Future Sight |        - |          - |           - |         - |          - |          - |      - |           - |Lucky Chant |      - |   - |       - |Dragon Rush |           - |Mirror Coat |         - |        - |   - |Ingrain |         - |         - |          - |Hyper Fang |Sleep Powder |Sand Tomb |Hidden Power |         - |          - |     - |         - |Present |Confuse Ray |
 37 VULPIX        |Aeroblast |        - |DoubleSlap |Natural Gift |Lock-On |Spit Up |Drain Punch |Explosion |           - |Rock Blast |Constrict |Ominous Wind |Water Gun |         - |          - |         - |           - |Magical Leaf |Trick Room |           - |Vine Whip |Sludge Bomb |           - |         - |Aura Sphere |          - |Rollout |Hi Jump Kick |          - |      - |   - |       - |          - |AncientPower |Mirror Coat |         - |Fire Spin |Slam |Ingrain |         - |         - |Fury Cutter |         - |           - |Sand Tomb |Hidden Power |Hyper Beam |          - |Splash |Razor Wind |Present |Confuse Ray |
 38 NINETALES     |Aeroblast |Aqua Ring |DoubleSlap |Natural Gift |      - |Spit Up |          - |        - |PoisonPowder |Rock Blast |        - |           - |Water Gun |         - |          - |Brave Bird |Nature Power |           - |Trick Room |           - |Vine Whip |          - |Helping Hand |Rapid Spin |Aura Sphere |          - |      - |           - |          - |      - |   - |       - |          - |           - |Mirror Coat |         - |Fire Spin |Slam |Ingrain |         - |         - |Fury Cutter |Hyper Fang |Sleep Powder |        - |Hidden Power |         - |          - |Splash |         - |      - |          - |
 39 JIGGLYPUFF    |Aeroblast |        - |DoubleSlap |           - |Lock-On |Spit Up |          - |Explosion |PoisonPowder |Rock Blast |        - |Ominous Wind |Water Gun |         - |Volt Tackle |Brave Bird |           - |Magical Leaf |         - |Future Sight |        - |          - |           - |         - |Aura Sphere |          - |      - |           - |Lucky Chant |Flatter |   - |       - |          - |           - |          - |Sweet Kiss |Fire Spin |   - |      - |Hammer Arm |         - |          - |         - |Sleep Powder |        - |Hidden Power |         - |          - |Splash |         - |      - |          - |
